Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-07-06 10:55:00+05:30,1319.800048828125,1325.5,1318.699951171875,1322.699951171875,560201,0.0,0.0
2026-07-06 11:00:00+05:30,1322.9000244140625,1325.0,1320.0,1321.199951171875,182082,0.0,0.0
2026-07-06 11:05:00+05:30,1321.4000244140625,1321.5999755859375,1319.9000244140625,1320.199951171875,100078,0.0,0.0
2026-07-06 11:10:00+05:30,1320.199951171875,1321.5999755859375,1318.699951171875,1321.300048828125,126617,0.0,0.0
2026-07-06 11:15:00+05:30,1321.199951171875,1321.199951171875,1318.0,1318.0999755859375,58391,0.0,0.0
2026-07-06 11:20:00+05:30,1318.4000244140625,1320.0,1317.4000244140625,1319.9000244140625,85852,0.0,0.0
2026-07-06 11:25:00+05:30,1319.9000244140625,1321.5,1317.800048828125,1321.5,95373,0.0,0.0
2026-07-06 11:30:00+05:30,1321.5,1323.699951171875,1321.199951171875,1322.0999755859375,102467,0.0,0.0
2026-07-06 11:35:00+05:30,1322.4000244140625,1322.4000244140625,1320.300048828125,1320.800048828125,48722,0.0,0.0
2026-07-06 11:40:00+05:30,1320.800048828125,1323.5,1320.699951171875,1322.9000244140625,81295,0.0,0.0
2026-07-06 11:45:00+05:30,1323.0,1323.199951171875,1322.300048828125,1322.5,68480,0.0,0.0
2026-07-06 11:50:00+05:30,1322.699951171875,1322.800048828125,1320.199951171875,1321.4000244140625,62886,0.0,0.0
2026-07-06 11:55:00+05:30,1321.300048828125,1322.0,1320.5,1321.5,36841,0.0,0.0
2026-07-06 12:00:00+05:30,1321.5,1321.699951171875,1320.199951171875,1320.699951171875,30173,0.0,0.0
2026-07-06 12:05:00+05:30,1320.5999755859375,1321.4000244140625,1320.300048828125,1321.300048828125,36994,0.0,0.0
2026-07-06 12:10:00+05:30,1321.5,1322.5,1321.199951171875,1322.5,35780,0.0,0.0
2026-07-06 12:15:00+05:30,1322.5,1322.699951171875,1321.0999755859375,1322.0,38681,0.0,0.0
2026-07-06 12:20:00+05:30,1322.0,1323.0,1321.9000244140625,1322.9000244140625,56082,0.0,0.0
2026-07-06 12:25:00+05:30,1322.9000244140625,1322.9000244140625,1321.199951171875,1322.4000244140625,45221,0.0,0.0
2026-07-06 12:30:00+05:30,1322.4000244140625,1324.9000244140625,1322.4000244140625,1324.0,134031,0.0,0.0
2026-07-06 12:35:00+05:30,1324.300048828125,1325.300048828125,1323.800048828125,1324.0,228951,0.0,0.0
2026-07-06 12:40:00+05:30,1324.199951171875,1324.699951171875,1322.199951171875,1323.800048828125,52289,0.0,0.0
2026-07-06 12:45:00+05:30,1323.800048828125,1324.0,1321.5,1322.0999755859375,49209,0.0,0.0
2026-07-06 12:50:00+05:30,1322.0999755859375,1323.0,1320.9000244140625,1321.5999755859375,60376,0.0,0.0
2026-07-06 12:55:00+05:30,1321.800048828125,1322.9000244140625,1319.199951171875,1320.9000244140625,142396,0.0,0.0
2026-07-06 13:00:00+05:30,1321.199951171875,1322.699951171875,1320.0,1322.699951171875,31759,0.0,0.0
2026-07-06 13:05:00+05:30,1322.699951171875,1323.5999755859375,1322.0999755859375,1323.300048828125,54728,0.0,0.0
2026-07-06 13:10:00+05:30,1323.5999755859375,1323.800048828125,1323.0,1323.0999755859375,63857,0.0,0.0
2026-07-06 13:15:00+05:30,1323.0,1323.800048828125,1322.5999755859375,1323.0999755859375,39489,0.0,0.0
2026-07-06 13:20:00+05:30,1323.199951171875,1323.199951171875,1321.4000244140625,1321.9000244140625,39060,0.0,0.0
2026-07-06 13:25:00+05:30,1321.800048828125,1322.0,1320.5999755859375,1321.4000244140625,67986,0.0,0.0
2026-07-06 13:30:00+05:30,1321.4000244140625,1322.0,1321.199951171875,1321.9000244140625,25782,0.0,0.0
2026-07-06 13:35:00+05:30,1321.9000244140625,1323.9000244140625,1321.5999755859375,1323.5,127721,0.0,0.0
2026-07-06 13:40:00+05:30,1323.5999755859375,1324.4000244140625,1322.0,1322.0,180445,0.0,0.0
2026-07-06 13:45:00+05:30,1322.199951171875,1322.199951171875,1321.4000244140625,1322.0,42273,0.0,0.0
2026-07-06 13:50:00+05:30,1322.0,1322.4000244140625,1320.0,1320.300048828125,67966,0.0,0.0
2026-07-06 13:55:00+05:30,1320.300048828125,1320.699951171875,1319.0,1319.4000244140625,68713,0.0,0.0
2026-07-06 14:00:00+05:30,1319.199951171875,1319.5999755859375,1318.4000244140625,1319.5,79306,0.0,0.0
2026-07-06 14:05:00+05:30,1319.5,1320.5999755859375,1318.5,1319.0,138742,0.0,0.0
2026-07-06 14:10:00+05:30,1319.0999755859375,1319.699951171875,1318.0999755859375,1318.5,63167,0.0,0.0
2026-07-06 14:15:00+05:30,1318.5,1319.5999755859375,1318.0,1318.5,37937,0.0,0.0
2026-07-06 14:20:00+05:30,1318.300048828125,1320.0,1317.5999755859375,1319.699951171875,79701,0.0,0.0
2026-07-06 14:25:00+05:30,1319.9000244140625,1320.5999755859375,1319.4000244140625,1319.9000244140625,61324,0.0,0.0
2026-07-06 14:30:00+05:30,1319.9000244140625,1319.9000244140625,1318.5,1318.9000244140625,27075,0.0,0.0
2026-07-06 14:35:00+05:30,1319.0,1320.4000244140625,1318.9000244140625,1319.5999755859375,47694,0.0,0.0
2026-07-06 14:40:00+05:30,1319.5,1319.5,1317.5999755859375,1318.199951171875,83486,0.0,0.0
2026-07-06 14:45:00+05:30,1318.0999755859375,1318.800048828125,1317.4000244140625,1317.4000244140625,53367,0.0,0.0
2026-07-06 14:50:00+05:30,1317.4000244140625,1320.199951171875,1317.4000244140625,1319.5,125636,0.0,0.0
2026-07-06 14:55:00+05:30,1319.4000244140625,1319.5,1318.0999755859375,1318.0999755859375,52255,0.0,0.0
2026-07-06 15:00:00+05:30,1318.0999755859375,1320.5,1318.0999755859375,1320.4000244140625,165673,0.0,0.0
2026-07-06 15:05:00+05:30,1320.5,1321.199951171875,1320.0,1320.9000244140625,169864,0.0,0.0
