Datetime,Symbol,Open,High,Low,Close,Volume
2026-08-07 09:15:00,ASIANPAINT.NS,2752.0,2752.0,2727.0,2732.800048828125,0
2026-08-07 09:20:00,ASIANPAINT.NS,2735.199951171875,2739.89990234375,2735.199951171875,2738.199951171875,7280
2026-08-07 09:25:00,ASIANPAINT.NS,2736.39990234375,2742.0,2734.0,2742.0,6688
2026-08-07 09:30:00,ASIANPAINT.NS,2741.300048828125,2749.5,2739.60009765625,2748.800048828125,9656
2026-08-07 09:35:00,ASIANPAINT.NS,2748.39990234375,2749.300048828125,2744.0,2746.5,4919
2026-08-07 09:40:00,ASIANPAINT.NS,2746.60009765625,2749.89990234375,2746.5,2748.89990234375,2747
2026-08-07 09:45:00,ASIANPAINT.NS,2749.5,2749.89990234375,2743.800048828125,2745.5,8067
2026-08-07 09:50:00,ASIANPAINT.NS,2745.60009765625,2748.89990234375,2745.5,2747.0,3224
2026-08-07 09:55:00,ASIANPAINT.NS,2747.5,2748.199951171875,2746.0,2747.60009765625,1950
2026-08-07 10:00:00,ASIANPAINT.NS,2747.39990234375,2747.39990234375,2742.800048828125,2743.10009765625,3705
2026-08-07 10:05:00,ASIANPAINT.NS,2744.300048828125,2744.89990234375,2742.5,2743.699951171875,4893
2026-08-07 10:10:00,ASIANPAINT.NS,2743.800048828125,2744.0,2739.60009765625,2740.60009765625,18088
2026-08-07 10:15:00,ASIANPAINT.NS,2740.60009765625,2741.800048828125,2738.39990234375,2739.199951171875,4928
2026-08-07 10:20:00,ASIANPAINT.NS,2739.699951171875,2741.800048828125,2738.800048828125,2739.89990234375,3055
2026-08-07 10:25:00,ASIANPAINT.NS,2740.39990234375,2741.0,2738.5,2739.10009765625,3638
2026-08-07 10:30:00,ASIANPAINT.NS,2739.10009765625,2739.89990234375,2737.5,2737.800048828125,3369
2026-08-07 10:35:00,ASIANPAINT.NS,2737.800048828125,2739.10009765625,2732.199951171875,2733.800048828125,4740
2026-08-07 10:40:00,ASIANPAINT.NS,2734.10009765625,2734.10009765625,2730.10009765625,2732.39990234375,10064
2026-08-07 10:45:00,ASIANPAINT.NS,2732.10009765625,2732.60009765625,2731.300048828125,2731.5,4114
2026-08-07 10:50:00,ASIANPAINT.NS,2731.10009765625,2732.5,2729.5,2730.0,5290
